datum_geschaeft_eingang,datum_geschaeft_abschluss,geschaeftsnummer,grg_nummer,geschaftstitel,geschaftsart,kennung,sachbegriff_grgeko_1,sachbegriff_grgeko_2,sachbegriff_grgeko_3,status,departement,anzahl_erstunterzeichnende,anzahl_mitunterzeichnende,total_unterzeichnende,bemerkungen
2013-05-08,,12/AN 3/126,126,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Edith Wohlfender und Regina Rüetschi vom 8. Mai 2013 'Leben mit Demenz im Kanton Thurgau',Antrag nach § 52 bzw. § 46 der Geschäftsordnung,AN,"81.0 Allgemeines, Organisation, Gesetz, Taxen",,,abgeschlossen,Departement für Finanzen und Soziales,2,30,32,Antrag nicht erheblich erklärt (83:21 Stimmen)
2013-05-08,,12/EA 39/130,130,Einfache Anfrage von Urs Martin vom 8. Mai 2013 'Gründung der Swiss East Power AG',Einfache Anfrage,EA,95.4 EKT (und NOK),,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2013-05-08,,12/BS 12/131,131,Rechenschaftsbericht 2012 des Verwaltungsgerichtes,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2013-05-29,,12/BS 13/132,132,Rechenschaftsbericht 2012 der Rekurskommission in Anwaltssachen,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2013-05-29,,12/BS 14/133,133,Rechenschaftsbericht 2012 des Obergerichtes,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2013-06-26,,12/WA 40/136,136,Ersatzwahl eines Mitglieds der Gesetzgebungs- und Redaktionskommission für den Rest der Amtsdauer,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2013-08-14,,12/GE 13/148,148,Gesetz betreffend die Änderung des Waldgesetzes vom 14. September 1994,Gesetz,GE,92.1 Forstwesen,,,abgeschlossen,Departement für Bau und Umwelt,0,0,0,
2013-08-14,,12/EA 45/150,150,Einfache Anfrage von Wolfgang Ackerknecht vom 14. August 2013 'Bonus/Malus-Gruppenprämiensystem der kantonalen Verwaltung - Funktionalität und Wirksamkeit',Einfache Anfrage,EA,"61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle",,,abgeschlossen,Departement für Finanzen und Soziales,1,0,1,
2013-08-14,,12/EA 46/151,151,Einfache Anfrage von Hansjörg Brunner vom 14. August 2013 'Auswirkungen bei Annahme der Volksinitiative' '1:12 - Für gerechte Löhne' auf den Kanton und die Gemeinden im Kanton Thurgau',Einfache Anfrage,EA,10.0 Bundesverfassung / Menschenrechte,,,abgeschlossen,Departement für Finanzen und Soziales,1,0,1,
2013-08-14,,12/EA 50/155,155,Einfache Anfrage von Daniel Wittwer vom 14. August 2013 'Finanzielle Mittelbeschaffung der Thurmed AG Holding',Einfache Anfrage,EA,"83.2 Kranken- und Unfallversicherung, Vereinbarungen",,,abgeschlossen,Departement für Finanzen und Soziales,1,0,1,
2013-08-14,,12/PI 1/156,156,Parlamentarische Initiative von Max Arnold vom 14. August 2013 'Planungs- und Baugesetz vom 21. Dezember 2011',Parlamentarische Initiative,PI,"16.1 Initiativen, Referenden",,,abgeschlossen,Departement für Bau und Umwelt,1,105,106,Vorläufige Unterstützung gewährt (mit grosser Mehrheit)
2013-08-14,,12/MO 20/157,157,"Motion von Alex Frei, Hans Munz, Helen Jordi, Erwin Imhof und Inge Abegglen vom 14. August 2013 'Ergänzung des Gesetzes über die Zivil- und Strafrechtspflege (ZSRG)",Motion,MO,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,5,45,50,Motion nicht erheblich erklärt (70:37 Stimmen)
2013-09-11,,12/EA 52/160,160,Einfache Anfrage von Kurt Egger vom 11. September 2013 'Offene Fragen zum Kunstmuseum',Einfache Anfrage,EA,"72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2013-11-06,,12/WA 43/169,169,Ersatzwahl eines Mitglieds der Gesetzgebungs- und Redaktionskommission für den Rest der Amtsdauer,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2013-10-23,,12/GE 14/171,171,Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz) vom 14. September 1992,Gesetz,GE,"64.1 Staats- und Gemeindesteuern, allgemeine Organisation",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,
2013-10-23,,12/EA 58/174,174,Einfache Anfrage von Ruedi Heim vom 23. Oktober 2013 'EKT-Strombeschaffung im freien Markt',Einfache Anfrage,EA,95.4 EKT (und NOK),"73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW",,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2013-11-20,,12/GE 16/177,177,Gesetz betreffend die Änderung des Gesetzes über das Gesundheitswesen vom 5. Juni 1985,Gesetz,GE,"81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten",,,abgeschlossen,,0,0,0,
2013-12-04,,12/WE 4/178,178,Konzept für einen Thurgauer Strommix ohne Kernenergie,Weitere Geschäfte,WE,"73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,
2013-11-20,,12/EA 60/180,180,Einfache Anfrage von Peter Dransfeld vom 20. November 2013 'Neue Irrwege zum Kunstmuseum?',Einfache Anfrage,EA,"43.2 Bibliotheken, Museen",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2013-11-20,,12/EA 62/182,182,"Einfache Anfrage von Hanspeter Grunder und Markus Berner vom 20. November 2013 'Waffensammelaktionen Thurgau, ein Erfolg?'",Einfache Anfrage,EA,"51.2 Waffen, Munition (Sprengstoffe - 94.1)",,,abgeschlossen,Departement für Justiz und Sicherheit,2,0,2,
2013-11-20,,12/EA 65/185,185,Einfache Anfrage von Urs Martin vom 20. November 2013 'Ewige Baustelle Schloss Sonnenberg: Handlungsmöglichkeiten des Kantons?',Einfache Anfrage,EA,45.2 Heimatschutz,,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2013-11-20,,12/EA 66/186,186,Einfache Anfrage von Urs Martin vom 20. November 2013 'Kompetenzen des Regierungsrates bei der Vergabe von Lotteriegeldern',Einfache Anfrage,EA,"43.2 Bibliotheken, Museen",,,abgeschlossen,Departement für Erziehung und Kultur,1,0,1,
2013-12-04,,12/WA 44/187,187,Amtsgelübde von Kantonsrätin Doris Günter,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2013-12-04,,12/MO 22/189,189,Motion von Stephan Tobler vom 4. Dezember 2013 'Aufhebung Genehmigungspflicht Abwassergebühren',Motion,MO,"81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall",,,abgeschlossen,Departement für Bau und Umwelt,1,77,78,Motion nicht erheblich erklärt (56:49 Stimmen)
2013-12-04,,12/LM 2/190,190,"Leistungsmotion von Didi Feuerle, Andreas Guhl, Stefan Leuthold, Turi Schallenberg und Urs-Peter Beerli vom 4. Dezember 2013 'Schaffung einer 'Fachstelle Langsamverkehr''",Leistungsmotion,LM,"74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen",,,abgeschlossen,Departement für Bau und Umwelt,5,34,39,Rückzug
2013-12-18,,12/IN 14/197,197,"Interpellation von Josef Gemperle, Ueli Oswald, Martin Salvisberg, Cornelia Komposch, Toni Kappeler, Jürg Wiesli, Urs Peter Beerli und Markus Berner vom 18. Dezember 2013 'Vorbereitung für die 3D-Seismik im Oberthurgau'",Interpellation,IN,"73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,8,87,95,Diskussion
2014-01-22,,12/MO 24/202,202,Motion von Marcel Schenker und Daniel Frischknecht vom 22. Januar 2014 'Rechtsgleichheit bei der Feuerwehrpflicht',Motion,MO,"70.3 Feuerschutz, Feuerpolizei",,,abgeschlossen,Departement für Justiz und Sicherheit,2,39,41,Rückzug
2014-01-22,,12/MO 26/204,204,Motion von Stephan Tobler vom 22. Januar 2014 'Einsprache- oder Anhörungsverfahren für Verkehrsanordnungen',Motion,MO,"72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen",,,abgeschlossen,Departement für Bau und Umwelt,1,62,63,Motion erheblich erklärt (59:49 Stimmen): RRB-Nr. 1008/2016 (Botschaft vom 20.12.2016 / GRG-Nr. 2017/141)
2014-01-22,,12/EA 76/207,207,Einfache Anfrage von Daniel Vetterli vom 22. Januar 2014 'Senkung des Abschreibungssatzes von Schulbauten durch den Regierungsrat von 4 % auf 3 %',Einfache Anfrage,EA,"13.2 Rechnungswesen, Finanzen, Vermögen, Gebühren",,,abgeschlossen,Departement für Erziehung und Kultur,1,0,1,
2014-01-22,,12/EA 77/208,208,Einfache Anfrage von Astrid Ziegler vom 22. Januar 2014 'Talentschulen',Einfache Anfrage,EA,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,1,0,1,
2014-02-26,,12/WA 46/209,209,Genehmigung der Ersatzwahl eines Mitgliedes des Regierungsrates vom 9. Februar 2014,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2014-02-12,,12/MO 27/211,211,"Motion von Paul Koch vom 12. Februar 2014 'Standesinitiative - Änderung des Jagdgesetzes für die Entschädigung von Schäden, welche Biber an Infrastrukturen anrichten'",Motion,MO,92.2 Jagd und Vogelschutz,,,abgeschlossen,Departement für Justiz und Sicherheit,1,67,68,Motion erheblich erklärt (63:46 Stimmen): Weiterleitung der Standesinitiative an die Bundesversammlung
2014-02-12,,12/EA 81/216,216,Einfache Anfrage von Beat Pretali vom 12. Februar 2014 'Ausstellung von Leumundszeugnissen',Einfache Anfrage,EA,33.0 Strafregister,,,abgeschlossen,Departement für Justiz und Sicherheit,1,0,1,
2014-03-12,,12/WA 47/218,218,Amtsgelübde von Kantonsrat Ralph Limoncelli,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2014-03-12,,12/BS 20/219,219,Beschluss des Grossen Rates betreffend Änderung der Interkantonalen Vereinbarung über die Anerkennung von Ausbildungsabschlüssen vom 18. Februar 1993 / Änderungen vom 24. Oktober/21. November 2013,Beschluss,BS,"41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule",,,abgeschlossen,Departement für Erziehung und Kultur,0,0,0,
2014-02-26,,12/MO 28/222,222,"Motion von Andrea Vonlanthen, Daniel Vetterli und Urs Martin vom 26. Februar 2014 'Stärkung der parlamentarischen Mitsprache beim Erlass von Lehrplänen im Kanton Thurgau'",Motion,MO,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,3,30,33,Motion nicht erheblich erklärt (84:30 Stimmen)
2014-02-26,,12/IN 17/224,224,Interpellation von Andrea Vonlanthen und Patrick Hug vom 26. Februar 2014 'Unzufriedenheit mit der Thurgauer Zeitung',Interpellation,IN,10.1 Kantonsverfassung und Staatsverträge,,,abgeschlossen,Departement für Bau und Umwelt,2,46,48,Diskussion
2014-02-26,,12/EA 83/225,225,Einfache Anfrage von Urs Martin und Hermann Lei vom 26. Februar 2014 'Verwaltungsvereinbarung über die Durchführung des Erarbeitungsprojekts für einen sprachregionalen Lehrplan (Projektvereinbarung Lehrplan 21)',Einfache Anfrage,EA,"41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung",,,abgeschlossen,Departement für Erziehung und Kultur,2,0,2,
2014-03-12,,12/WA 48/229,229,Wahl des Präsidiums und des Vizepräsidiums des Regierungsrates für das Amtsjahr 2014/2015,Wahlgeschäft,WA,17.2 Regierungsrat,,,abgeschlossen,Staatskanzlei,0,0,0,
2014-03-12,,12/IN 19/232,232,Interpellation von Max Brunner vom 12. März 2014 'Unzulässige Auftragsvergaben mit Unterstützung der kantonalen Fachstelle KICK der PHTG',Interpellation,IN,"41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule",,,abgeschlossen,Departement für Erziehung und Kultur,1,36,37,Diskussion
2014-03-26,,12/IN 20/237,237,Interpellation von Max Brunner vom 26. März 2014 'KESB im Thurgau: eine zielführende Umsetzung des Bundesrechts?',Interpellation,IN,"21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter",,,abgeschlossen,Departement für Justiz und Sicherheit,1,72,73,Diskussion
2014-03-26,,12/IN 21/238,238,Interpellation von Roland A. Huber und Gallus Müller vom 26. März 2014 'Liegenschaftensteuer Thurgau',Interpellation,IN,"64.1 Staats- und Gemeindesteuern, allgemeine Organisation",,,abgeschlossen,Departement für Finanzen und Soziales,2,45,47,keine Diskussion beantragt
2014-03-26,,12/EA 89/240,240,Einfache Anfrage von Stefan Leuthold vom 26. März 2014 'Meinungsbildung zum Thema Endlager',Einfache Anfrage,EA,"73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2014-03-26,,12/EA 90/241,241,Einfache Anfrage von Ruedi Zbinden und Diana Gutjahr vom 26. März 2014 'Quellensteuerpflichtige Personen können rückwirkend den Wohnsitz verschieben',Einfache Anfrage,EA,"64.1 Staats- und Gemeindesteuern, allgemeine Organisation",,,abgeschlossen,Departement für Finanzen und Soziales,2,0,2,
2014-04-23,,12/BS 24/243,243,Geschäftsbericht 2013 der Gebäudeversicherung Thurgau,Beschluss,BS,"95.6 TGV, Feuerversicherung",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2014-04-23,,12/BS 26/245,245,"Geschäftsbericht 2013, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2013 des Datenschutzbeauftragten",Beschluss,BS,17.2 Regierungsrat,,,abgeschlossen,Departement für Finanzen und Soziales,0,0,0,
2014-05-07,,12/GE 17/246,246,Gesetz betreffend die Änderung des Gesetzes über die Gemeinden vom 5. Mai 1999,Gesetz,GE,"13.1 Gebiet, Organisation, Reglemente, Verwaltung",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,
2014-05-28,,12/WA 55/252,252,Ersatzwahl von drei Mitgliedern und des Präsidiums der Geschäftsprüfungs- und Finanzkommission für den Rest der Amtsdauer,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2014-05-28,,12/WA 56/253,253,Ersatzwahl von einem Mitglied und des Präsidiums der Justizkommission für den Rest der Amtsdauer,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2014-05-07,,12/PI 3/262,262,"Parlamentarische Initiative von Kurt Egger, Josef Gemperle und Roman Giuliani vom 7. Mai 2014 'Erneuerung des NOK-Gründungsvertrags'",Parlamentarische Initiative,PI,95.4 EKT (und NOK),,,abgeschlossen,Departement für Inneres und Volkswirtschaft,3,41,44,Rückzug
2014-06-18,,12/BS 27/270,270,Rechenschaftsbericht 2013 des Obergerichtes,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2014-06-18,,12/BS 28/271,271,Rechenschaftsbericht 2013 der Rekurskommission in Anwaltssachen,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2014-06-18,,12/EA 96/274,274,Einfache Anfrage von Andrea Vonlanthen vom 18. Juni 2014 'Weiterentwicklung des Raduner-Areals in Horn',Einfache Anfrage,EA,"81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall",,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2014-08-13,,12/EA 98/277,277,Einfache Anfrage von Ruedi Heim vom 13. August 2014 'Holzernte sinkt im Thurgau überdeutlich - was macht der Thurgauer Regierungsrat?',Einfache Anfrage,EA,92.1 Forstwesen,,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2014-08-27,,12/IN 25/280,280,"Interpellation von Kurt Egger, Josef Gemperle und Roman Giuliani vom 27. August 2014 'Erneuerung NOK-Gründungsvertrag'",Interpellation,IN,"73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,3,48,51,Diskussion
2014-09-29,,12/GE 27/284,284,Gesetz betreffend die Änderung des Wassernutzungsgesetzes,Gesetz,GE,,,,abgeschlossen,,0,0,0,
2014-09-29,,12/IN 28/290,290,"Interpellation von Edith Wohlfender, Josef Gemperle und Christa Kaufmann vom 29. September 2014 'Versorgungssicherheit in der stationären Langzeitpflege'",Interpellation,IN,"81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten",,,abgeschlossen,Departement für Finanzen und Soziales,3,45,48,Diskussion
2014-09-29,,12/EA 103/291,291,Einfache Anfrage von David Blatter und Willy Nägeli vom 29. September 2014 'Auswirkungen der im Raum stehenden Solarstrominitiativen in verschiedenen Gemeinden und Städten auf die Thurgauer Netze',Einfache Anfrage,EA,"73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,2,0,2,
2014-09-29,,12/EA 106/294,294,Einfache Anfrage von Doris Günter vom 29. September 2014 '8 Jahre Verfahrensdauer in einem Milieuprozess',Einfache Anfrage,EA,"31.1 StGB, EG/StGB, Verwaltungsstrafrecht",,,abgeschlossen,Departement für Justiz und Sicherheit,1,0,1,
2014-10-22,,12/GE 29/299,299,Gesetz über die Nutzung des Untergrundes (UNG),Gesetz,GE,"73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,abgeschlossen,Departement für Bau und Umwelt,0,0,0,
2012-06-13,,12/WA 63/303,303,Amtsgelübde von Kantonsrat Hansjörg Haller,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2014-10-22,,12/MO 31/304,304,"Motion von Ueli Fisch, Josef Gemperle, Josef Brägger, Peter Dransfeld, Hanspeter Grunder und Paul Koch vom 22. Oktober 2014 'Nachhaltige öffentliche Beschaffung'",Motion,MO,"72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand",,,abgeschlossen,Departement für Bau und Umwelt,6,37,43,Rückzug
2014-11-05,,12/EA 112/309,309,Einfache Anfrage von David Blatter vom 5. November 2014 'Leistungsabbau durch Aufhebung des Führerprüfungsstandortes in Tägerwilen',Einfache Anfrage,EA,"61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle",,,abgeschlossen,Departement für Justiz und Sicherheit,1,0,1,
2014-11-05,,12/EA 113/310,310,Einfache Anfrage von Paul Koch vom 5. November 2014 'Die Eschenwelke - eine Katastrophe für den Thurgauer Wald?',Einfache Anfrage,EA,92.1 Forstwesen,,,abgeschlossen,Departement für Bau und Umwelt,1,0,1,
2014-11-05,,12/EA 115/312,312,Einfache Anfrage von Barbara Müller vom 5. November 2014 'Schreiben des SVZ Thurgau 'Ausweiskarte für Reisende mit einer Behinderung: Erhebung einer Kostengebühr'',Einfache Anfrage,EA,"63.0 Gebühren, Abgaben (GR, RR, SK, Verwaltung und Gerichte)",,,abgeschlossen,Departement für Finanzen und Soziales,1,0,1,
2014-11-19,,12/EA 117/314,314,Einfache Anfrage von Jacob Auer vom 19. November 2014 'Zu sozial schädlichen Tieflöhnen',Einfache Anfrage,EA,"82.3 Arbeitsmarkt, Wirtschaftsförderung",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2014-12-03,,12/AN 8/318,318,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Roland A. Huber und Esther Kuhn vom 3. Dezember 2014 'Gesamtkonzept Thurgauer Mittelschulen',Antrag nach § 52 bzw. § 46 der Geschäftsordnung,AN,41.5 Mittelschulen: Kantonsschulen und Seminare,,,abgeschlossen,Departement für Erziehung und Kultur,2,10,12,Antrag erheblich erklärt (mit grosser Mehrheit): RRB-Nr. 703/2017 (Konzept vom 29.08.2017 / GRG-Nr. 2017/157)
2014-12-03,,12/EA 120/319,319,Einfache Anfrage von Diana Gutjahr und Hansjörg Brunner vom 3. Dezember 2014 'Institution handelt naiv und blauäugig',Einfache Anfrage,EA,"85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht",,,abgeschlossen,Departement für Finanzen und Soziales,2,0,2,
2015-01-07,,12/GE 30/322,322,Gesetz über die Förderung des öffentlichen Verkehrs (FöVG),Gesetz,GE,"74.2 Schienenverkehr, Bahnen, NEAT, Bahn 2000, Regional",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,
2015-01-07,,12/IN 31/325,325,"Interpellation von Hanspeter Gantenbein, Fabienne Schnyder und Fritz Zweifel vom 7. Januar 2015 'Verursachergerechter Unterhalt von Gemeindestrassen'",Interpellation,IN,"72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen",,,abgeschlossen,Departement für Bau und Umwelt,3,59,62,Diskussion
2015-01-21,,12/EA 124/327,327,Einfache Anfrage von Matthias Rutishauser vom 21. Januar 2015 'Arenenberg Milchkühe werden mit Roboter gemolken',Einfache Anfrage,EA,91.7 Milchproduktion,,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,0,1,
2015-02-25,,12/IN 34/331,331,Interpellation von Jürg Wiesli vom 25. Februar 2015 'Kosteneinsparung durch Ideenmanagement',Interpellation,IN,"61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle",,,abgeschlossen,Departement für Finanzen und Soziales,1,58,59,Diskussion
2015-02-25,,12/MO 34/335,335,"Motion von Astrid Ziegler, Ueli Fisch und Klemenz Somm vom 25. Februar 2015 'Vereinfachung Bezug Quellensteuer'",Motion,MO,"64.1 Staats- und Gemeindesteuern, allgemeine Organisation",,,abgeschlossen,Departement für Finanzen und Soziales,3,31,34,Motion nicht erheblich erklärt (83:30 Stimmen)
2015-03-11,,12/MO 35/340,340,Motion von Barbara Kern und David Blatter vom 11. März 2015 'Änderung Gesetz über die Gemeinden',Motion,MO,"13.1 Gebiet, Organisation, Reglemente, Verwaltung",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,2,25,27,Motion nicht erheblich erklärt (89:18 Stimmen)
2015-04-22,,12/BS 36/353,353,Rechenschaftsbericht 2014 des Verwaltungsgerichtes,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2015-05-27,,12/WA 70/355,355,Amtsgelübde von Regierungsrätin Cornelia Komposch,Wahlgeschäft,WA,17.2 Regierungsrat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-05-27,,12/WA 71/356,356,Wahl des Präsidiums des Grossen Rates für das Amtsjahr 2015/2016,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2015-05-27,,12/WA 72/357,357,Wahl des Vizepräsidiums des Grossen Rates für das Amtsjahr 2015/2016,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
